cellID	cellType	SubjectName
cell_4468	cell_type_5	Mix_8
cell_4469	cell_type_5	Mix_9
cell_4470	cell_type_5	Mix_10
cell_4471	cell_type_5	Mix_1
cell_4472	cell_type_5	Mix_2
cell_4473	cell_type_5	Mix_3
cell_4474	cell_type_5	Mix_4
cell_4475	cell_type_5	Mix_5
cell_4476	cell_type_5	Mix_6
cell_4477	cell_type_5	Mix_7
cell_4478	cell_type_5	Mix_8
cell_4479	cell_type_5	Mix_9
cell_4480	cell_type_5	Mix_10
cell_4481	cell_type_5	Mix_1
cell_4482	cell_type_5	Mix_2
cell_4483	cell_type_5	Mix_3
cell_4484	cell_type_5	Mix_4
cell_4485	cell_type_5	Mix_5
cell_4486	cell_type_5	Mix_6
cell_4487	cell_type_5	Mix_7
cell_4488	cell_type_5	Mix_8
cell_4489	cell_type_5	Mix_9
cell_4490	cell_type_5	Mix_10
cell_4491	cell_type_5	Mix_1
cell_4492	cell_type_5	Mix_2
cell_4493	cell_type_5	Mix_3
cell_4494	cell_type_5	Mix_4
cell_4495	cell_type_5	Mix_5
cell_4496	cell_type_5	Mix_6
cell_4497	cell_type_5	Mix_7
cell_4498	cell_type_5	Mix_8
cell_4499	cell_type_5	Mix_9
cell_4500	cell_type_5	Mix_10
cell_4501	cell_type_5	Mix_1
cell_4502	cell_type_5	Mix_2
cell_4503	cell_type_5	Mix_3
cell_4504	cell_type_5	Mix_4
cell_4505	cell_type_5	Mix_5
cell_4506	cell_type_5	Mix_6
cell_4507	cell_type_5	Mix_7
cell_4508	cell_type_5	Mix_8
cell_4509	cell_type_5	Mix_9
cell_4510	cell_type_5	Mix_10
cell_4511	cell_type_5	Mix_1
cell_4512	cell_type_5	Mix_2
cell_4513	cell_type_5	Mix_3
cell_4514	cell_type_5	Mix_4
cell_4515	cell_type_5	Mix_5
cell_4516	cell_type_5	Mix_6
cell_4517	cell_type_5	Mix_7
cell_4518	cell_type_5	Mix_8
cell_4519	cell_type_5	Mix_9
cell_4520	cell_type_5	Mix_10
cell_4521	cell_type_5	Mix_1
cell_4522	cell_type_5	Mix_2
cell_4523	cell_type_5	Mix_3
cell_4524	cell_type_5	Mix_4
cell_4525	cell_type_5	Mix_5
cell_4526	cell_type_5	Mix_6
cell_4527	cell_type_5	Mix_7
cell_4528	cell_type_5	Mix_8
cell_4529	cell_type_5	Mix_9
cell_4530	cell_type_5	Mix_10
cell_4531	cell_type_5	Mix_1
cell_4532	cell_type_5	Mix_2
cell_4533	cell_type_5	Mix_3
cell_4534	cell_type_5	Mix_4
cell_4535	cell_type_5	Mix_5
cell_4536	cell_type_5	Mix_6
cell_4537	cell_type_5	Mix_7
cell_4538	cell_type_5	Mix_8
cell_4539	cell_type_5	Mix_9
cell_4540	cell_type_5	Mix_10
cell_4541	cell_type_5	Mix_1
cell_4542	cell_type_5	Mix_2
cell_4543	cell_type_5	Mix_3
cell_4544	cell_type_5	Mix_4
cell_4545	cell_type_5	Mix_5
cell_4546	cell_type_5	Mix_6
cell_4547	cell_type_5	Mix_7
cell_4548	cell_type_5	Mix_8
cell_4549	cell_type_5	Mix_9
cell_4550	cell_type_5	Mix_10
cell_4551	cell_type_5	Mix_1
cell_4552	cell_type_5	Mix_2
cell_4553	cell_type_5	Mix_3
cell_4554	cell_type_5	Mix_4
cell_4555	cell_type_5	Mix_5
cell_4556	cell_type_5	Mix_6
cell_4557	cell_type_5	Mix_7
cell_4558	cell_type_5	Mix_8
cell_4559	cell_type_5	Mix_9
cell_4560	cell_type_5	Mix_10
cell_4561	cell_type_5	Mix_1
cell_4562	cell_type_5	Mix_2
cell_4563	cell_type_5	Mix_3
cell_4564	cell_type_5	Mix_4
cell_4565	cell_type_5	Mix_5
cell_4566	cell_type_5	Mix_6
cell_4567	cell_type_5	Mix_7
cell_4568	cell_type_5	Mix_8
cell_4569	cell_type_5	Mix_9
cell_4570	cell_type_5	Mix_10
cell_4571	cell_type_5	Mix_1
cell_4572	cell_type_5	Mix_2
cell_4573	cell_type_5	Mix_3
cell_4574	cell_type_5	Mix_4
cell_4575	cell_type_5	Mix_5
cell_4576	cell_type_5	Mix_6
cell_4577	cell_type_5	Mix_7
cell_4578	cell_type_5	Mix_8
cell_4579	cell_type_5	Mix_9
cell_4580	cell_type_5	Mix_10
cell_4581	cell_type_5	Mix_1
cell_4582	cell_type_5	Mix_2
cell_4583	cell_type_5	Mix_3
cell_4584	cell_type_5	Mix_4
cell_4585	cell_type_5	Mix_5
cell_4586	cell_type_5	Mix_6
cell_4587	cell_type_5	Mix_7
cell_4588	cell_type_5	Mix_8
cell_4589	cell_type_5	Mix_9
cell_4590	cell_type_5	Mix_10
cell_4591	cell_type_5	Mix_1
cell_4592	cell_type_5	Mix_2
cell_4593	cell_type_5	Mix_3
cell_4594	cell_type_5	Mix_4
cell_4595	cell_type_5	Mix_5
cell_4596	cell_type_5	Mix_6
cell_4597	cell_type_5	Mix_7
cell_4598	cell_type_5	Mix_8
cell_4599	cell_type_5	Mix_9
cell_4600	cell_type_5	Mix_10
cell_4601	cell_type_5	Mix_1
cell_4602	cell_type_5	Mix_2
cell_4603	cell_type_5	Mix_3
cell_4604	cell_type_5	Mix_4
cell_4605	cell_type_5	Mix_5
cell_4606	cell_type_5	Mix_6
cell_4607	cell_type_5	Mix_7
cell_4608	cell_type_5	Mix_8
cell_4609	cell_type_5	Mix_9
cell_4610	cell_type_5	Mix_10
cell_4611	cell_type_5	Mix_1
cell_4612	cell_type_5	Mix_2
cell_4613	cell_type_5	Mix_3
cell_4614	cell_type_5	Mix_4
cell_4615	cell_type_5	Mix_5
cell_4616	cell_type_5	Mix_6
cell_4617	cell_type_5	Mix_7
cell_4618	cell_type_5	Mix_8
cell_4619	cell_type_5	Mix_9
cell_4620	cell_type_5	Mix_10
cell_4621	cell_type_5	Mix_1
cell_4622	cell_type_5	Mix_2
cell_4623	cell_type_5	Mix_3
cell_4624	cell_type_5	Mix_4
cell_4625	cell_type_5	Mix_5
cell_4626	cell_type_5	Mix_6
cell_4627	cell_type_5	Mix_7
cell_4628	cell_type_5	Mix_8
cell_4629	cell_type_5	Mix_9
cell_4630	cell_type_5	Mix_10
cell_4631	cell_type_5	Mix_1
cell_4632	cell_type_5	Mix_2
cell_4633	cell_type_5	Mix_3
cell_4634	cell_type_5	Mix_4
cell_4635	cell_type_5	Mix_5
cell_4636	cell_type_5	Mix_6
cell_4637	cell_type_5	Mix_7
cell_4638	cell_type_5	Mix_8
cell_4639	cell_type_5	Mix_9
cell_4640	cell_type_5	Mix_10
cell_4641	cell_type_5	Mix_1
cell_4642	cell_type_5	Mix_2
cell_4643	cell_type_5	Mix_3
cell_4644	cell_type_5	Mix_4
cell_4645	cell_type_5	Mix_5
cell_4646	cell_type_5	Mix_6
cell_4647	cell_type_5	Mix_7
cell_4648	cell_type_5	Mix_8
cell_4649	cell_type_5	Mix_9
cell_4650	cell_type_5	Mix_10
cell_4651	cell_type_5	Mix_1
cell_4652	cell_type_5	Mix_2
cell_4653	cell_type_5	Mix_3
cell_4654	cell_type_5	Mix_4
cell_4655	cell_type_5	Mix_5
cell_4656	cell_type_5	Mix_6
cell_4657	cell_type_5	Mix_7
cell_4658	cell_type_5	Mix_8
cell_4659	cell_type_5	Mix_9
cell_4660	cell_type_5	Mix_10
cell_4661	cell_type_5	Mix_1
cell_4662	cell_type_5	Mix_2
cell_4663	cell_type_5	Mix_3
cell_4664	cell_type_5	Mix_4
cell_4665	cell_type_5	Mix_5
cell_4666	cell_type_5	Mix_6
cell_4667	cell_type_5	Mix_7
cell_4668	cell_type_5	Mix_8
cell_4669	cell_type_5	Mix_9
cell_4670	cell_type_5	Mix_10
cell_4671	cell_type_5	Mix_1
cell_4672	cell_type_5	Mix_2
cell_4673	cell_type_5	Mix_3
cell_4674	cell_type_5	Mix_4
cell_4675	cell_type_5	Mix_5
cell_4676	cell_type_5	Mix_6
cell_4677	cell_type_5	Mix_7
cell_4678	cell_type_5	Mix_8
cell_4679	cell_type_5	Mix_9
cell_4680	cell_type_5	Mix_10
cell_4681	cell_type_5	Mix_1
cell_4682	cell_type_5	Mix_2
cell_4683	cell_type_5	Mix_3
cell_4684	cell_type_5	Mix_4
cell_4685	cell_type_5	Mix_5
cell_4686	cell_type_5	Mix_6
cell_4687	cell_type_5	Mix_7
cell_4688	cell_type_5	Mix_8
cell_4689	cell_type_5	Mix_9
cell_4690	cell_type_5	Mix_10
cell_4691	cell_type_5	Mix_1
cell_4692	cell_type_5	Mix_2
cell_4693	cell_type_5	Mix_3
cell_4694	cell_type_5	Mix_4
cell_4695	cell_type_5	Mix_5
cell_4696	cell_type_5	Mix_6
cell_4697	cell_type_5	Mix_7
cell_4698	cell_type_5	Mix_8
cell_4699	cell_type_5	Mix_9
cell_4700	cell_type_5	Mix_10
cell_4701	cell_type_5	Mix_1
cell_4702	cell_type_5	Mix_2
cell_4703	cell_type_5	Mix_3
cell_4704	cell_type_5	Mix_4
cell_4705	cell_type_5	Mix_5
cell_4706	cell_type_5	Mix_6
cell_4707	cell_type_5	Mix_7
cell_4708	cell_type_5	Mix_8
cell_4709	cell_type_5	Mix_9
cell_4710	cell_type_5	Mix_10
cell_4711	cell_type_5	Mix_1
cell_4712	cell_type_5	Mix_2
cell_4713	cell_type_5	Mix_3
cell_4714	cell_type_5	Mix_4
cell_4715	cell_type_5	Mix_5
cell_4716	cell_type_5	Mix_6
cell_4717	cell_type_5	Mix_7
cell_4718	cell_type_5	Mix_8
cell_4719	cell_type_5	Mix_9
cell_4720	cell_type_5	Mix_10
cell_4721	cell_type_5	Mix_1
cell_4722	cell_type_5	Mix_2
cell_4723	cell_type_5	Mix_3
cell_4724	cell_type_5	Mix_4
cell_4725	cell_type_5	Mix_5
cell_4726	cell_type_5	Mix_6
cell_4727	cell_type_5	Mix_7
cell_4728	cell_type_5	Mix_8
cell_4729	cell_type_5	Mix_9
cell_4730	cell_type_5	Mix_10
cell_4731	cell_type_5	Mix_1
cell_4732	cell_type_5	Mix_2
cell_4733	cell_type_5	Mix_3
cell_4734	cell_type_5	Mix_4
cell_4735	cell_type_5	Mix_5
cell_4736	cell_type_5	Mix_6
cell_4737	cell_type_5	Mix_7
cell_4738	cell_type_5	Mix_8
cell_4739	cell_type_5	Mix_9
cell_4740	cell_type_5	Mix_10
cell_4741	cell_type_5	Mix_1
cell_4742	cell_type_5	Mix_2
cell_4743	cell_type_5	Mix_3
cell_4744	cell_type_5	Mix_4
cell_4745	cell_type_5	Mix_5
cell_4746	cell_type_5	Mix_6
cell_4747	cell_type_5	Mix_7
cell_4748	cell_type_5	Mix_8
cell_4749	cell_type_5	Mix_9
cell_4750	cell_type_5	Mix_10
cell_4751	cell_type_5	Mix_1
cell_4752	cell_type_5	Mix_2
cell_4753	cell_type_5	Mix_3
cell_4754	cell_type_5	Mix_4
cell_4755	cell_type_5	Mix_5
cell_4756	cell_type_5	Mix_6
cell_4757	cell_type_5	Mix_7
cell_4758	cell_type_5	Mix_8
cell_4759	cell_type_5	Mix_9
cell_4760	cell_type_5	Mix_10
cell_4761	cell_type_5	Mix_1
cell_4762	cell_type_5	Mix_2
cell_4763	cell_type_5	Mix_3
cell_4764	cell_type_5	Mix_4
cell_4765	cell_type_5	Mix_5
cell_4766	cell_type_5	Mix_6
cell_4767	cell_type_5	Mix_7
cell_4768	cell_type_5	Mix_8
cell_4769	cell_type_5	Mix_9
cell_4770	cell_type_5	Mix_10
cell_4771	cell_type_5	Mix_1
cell_4772	cell_type_5	Mix_2
cell_4773	cell_type_5	Mix_3
cell_4774	cell_type_5	Mix_4
cell_4775	cell_type_5	Mix_5
cell_4776	cell_type_5	Mix_6
cell_4777	cell_type_5	Mix_7
cell_4778	cell_type_5	Mix_8
cell_4779	cell_type_5	Mix_9
cell_4780	cell_type_5	Mix_10
cell_4781	cell_type_5	Mix_1
cell_4782	cell_type_5	Mix_2
cell_4783	cell_type_5	Mix_3
cell_4784	cell_type_5	Mix_4
cell_4785	cell_type_5	Mix_5
cell_4786	cell_type_5	Mix_6
cell_4787	cell_type_5	Mix_7
cell_4788	cell_type_5	Mix_8
cell_4789	cell_type_5	Mix_9
cell_4790	cell_type_5	Mix_10
cell_4791	cell_type_5	Mix_1
cell_4792	cell_type_5	Mix_2
cell_4793	cell_type_5	Mix_3
cell_4794	cell_type_5	Mix_4
cell_4795	cell_type_5	Mix_5
cell_4796	cell_type_5	Mix_6
cell_4797	cell_type_5	Mix_7
cell_4798	cell_type_5	Mix_8
cell_4799	cell_type_5	Mix_9
cell_4800	cell_type_5	Mix_10
cell_4801	cell_type_5	Mix_1
cell_4802	cell_type_5	Mix_2
cell_4803	cell_type_5	Mix_3
cell_4804	cell_type_5	Mix_4
cell_4805	cell_type_5	Mix_5
cell_4806	cell_type_5	Mix_6
cell_4807	cell_type_5	Mix_7
cell_4808	cell_type_5	Mix_8
cell_4809	cell_type_5	Mix_9
cell_4810	cell_type_5	Mix_10
cell_4811	cell_type_5	Mix_1
cell_4812	cell_type_5	Mix_2
cell_4813	cell_type_5	Mix_3
cell_4814	cell_type_5	Mix_4
cell_4815	cell_type_5	Mix_5
cell_4816	cell_type_5	Mix_6
cell_4817	cell_type_5	Mix_7
cell_4818	cell_type_5	Mix_8
cell_4819	cell_type_5	Mix_9
cell_4820	cell_type_5	Mix_10
cell_4821	cell_type_5	Mix_1
cell_4822	cell_type_5	Mix_2
cell_4823	cell_type_5	Mix_3
cell_4824	cell_type_5	Mix_4
cell_4825	cell_type_5	Mix_5
cell_4826	cell_type_5	Mix_6
cell_4827	cell_type_5	Mix_7
cell_4828	cell_type_5	Mix_8
cell_4829	cell_type_5	Mix_9
cell_4830	cell_type_5	Mix_10
cell_4831	cell_type_5	Mix_1
cell_4832	cell_type_5	Mix_2
cell_4833	cell_type_5	Mix_3
cell_4834	cell_type_5	Mix_4
cell_4835	cell_type_5	Mix_5
cell_4836	cell_type_5	Mix_6
cell_4837	cell_type_5	Mix_7
cell_4838	cell_type_5	Mix_8
cell_4839	cell_type_5	Mix_9
cell_4840	cell_type_5	Mix_10
cell_4841	cell_type_5	Mix_1
cell_4842	cell_type_5	Mix_2
cell_4843	cell_type_5	Mix_3
cell_4844	cell_type_5	Mix_4
cell_4845	cell_type_5	Mix_5
cell_4846	cell_type_5	Mix_6
cell_4847	cell_type_5	Mix_7
cell_4848	cell_type_5	Mix_8
cell_4849	cell_type_5	Mix_9
cell_4850	cell_type_5	Mix_10
cell_4851	cell_type_5	Mix_1
cell_4852	cell_type_5	Mix_2
cell_4853	cell_type_5	Mix_3
cell_4854	cell_type_5	Mix_4
cell_4855	cell_type_5	Mix_5
cell_4856	cell_type_5	Mix_6
cell_4857	cell_type_5	Mix_7
cell_4858	cell_type_5	Mix_8
cell_4859	cell_type_5	Mix_9
cell_4860	cell_type_5	Mix_10
cell_4861	cell_type_5	Mix_1
cell_4862	cell_type_5	Mix_2
cell_4863	cell_type_5	Mix_3
cell_4864	cell_type_5	Mix_4
cell_4865	cell_type_5	Mix_5
cell_4866	cell_type_5	Mix_6
cell_4867	cell_type_5	Mix_7
cell_4868	cell_type_5	Mix_8
cell_4869	cell_type_5	Mix_9
cell_4870	cell_type_5	Mix_10
cell_4871	cell_type_5	Mix_1
cell_4872	cell_type_5	Mix_2
cell_4873	cell_type_5	Mix_3
cell_4874	cell_type_5	Mix_4
cell_4875	cell_type_5	Mix_5
cell_4876	cell_type_5	Mix_6
cell_4877	cell_type_5	Mix_7
cell_4878	cell_type_5	Mix_8
cell_4879	cell_type_5	Mix_9
cell_4880	cell_type_5	Mix_10
cell_4881	cell_type_5	Mix_1
cell_4882	cell_type_5	Mix_2
cell_4883	cell_type_5	Mix_3
cell_4884	cell_type_5	Mix_4
cell_4885	cell_type_5	Mix_5
cell_4886	cell_type_5	Mix_6
cell_4887	cell_type_5	Mix_7
cell_4888	cell_type_5	Mix_8
cell_4889	cell_type_5	Mix_9
cell_4890	cell_type_5	Mix_10
cell_4891	cell_type_5	Mix_1
cell_4892	cell_type_5	Mix_2
cell_4893	cell_type_5	Mix_3
cell_4894	cell_type_5	Mix_4
cell_4895	cell_type_5	Mix_5
cell_4896	cell_type_5	Mix_6
cell_4897	cell_type_5	Mix_7
cell_4898	cell_type_5	Mix_8
cell_4899	cell_type_5	Mix_9
cell_4900	cell_type_5	Mix_10
cell_4901	cell_type_5	Mix_1
cell_4902	cell_type_5	Mix_2
cell_4903	cell_type_5	Mix_3
cell_4904	cell_type_5	Mix_4
cell_4905	cell_type_5	Mix_5
cell_4906	cell_type_5	Mix_6
cell_4907	cell_type_5	Mix_7
cell_4908	cell_type_5	Mix_8
cell_4909	cell_type_5	Mix_9
cell_4910	cell_type_5	Mix_10
cell_4911	cell_type_5	Mix_1
cell_4912	cell_type_5	Mix_2
cell_4913	cell_type_5	Mix_3
cell_4914	cell_type_5	Mix_4
cell_4915	cell_type_5	Mix_5
cell_4916	cell_type_5	Mix_6
cell_4917	cell_type_5	Mix_7
cell_4918	cell_type_5	Mix_8
cell_4919	cell_type_5	Mix_9
cell_4920	cell_type_5	Mix_10
cell_4921	cell_type_5	Mix_1
cell_4922	cell_type_5	Mix_2
cell_4923	cell_type_5	Mix_3
cell_4924	cell_type_5	Mix_4
cell_4925	cell_type_5	Mix_5
cell_4926	cell_type_5	Mix_6
cell_4927	cell_type_5	Mix_7
cell_4928	cell_type_5	Mix_8
cell_4929	cell_type_5	Mix_9
cell_4930	cell_type_5	Mix_10
cell_4931	cell_type_5	Mix_1
cell_4932	cell_type_5	Mix_2
cell_4933	cell_type_5	Mix_3
cell_4934	cell_type_5	Mix_4
cell_4935	cell_type_5	Mix_5
cell_4936	cell_type_5	Mix_6
cell_4937	cell_type_5	Mix_7
cell_4938	cell_type_5	Mix_8
cell_4939	cell_type_5	Mix_9
cell_4940	cell_type_5	Mix_10
cell_4941	cell_type_5	Mix_1
cell_4942	cell_type_5	Mix_2
cell_4943	cell_type_5	Mix_3
cell_4944	cell_type_5	Mix_4
cell_4945	cell_type_5	Mix_5
cell_4946	cell_type_5	Mix_6
cell_4947	cell_type_5	Mix_7
cell_4948	cell_type_5	Mix_8
cell_4949	cell_type_5	Mix_9
cell_4950	cell_type_5	Mix_10
cell_4951	cell_type_5	Mix_1
cell_4952	cell_type_5	Mix_2
cell_4953	cell_type_5	Mix_3
cell_4954	cell_type_5	Mix_4
cell_4955	cell_type_5	Mix_5
cell_4956	cell_type_5	Mix_6
cell_4957	cell_type_5	Mix_7
cell_4958	cell_type_5	Mix_8
cell_4959	cell_type_5	Mix_9
cell_4960	cell_type_5	Mix_10
cell_4961	cell_type_5	Mix_1
cell_4962	cell_type_5	Mix_2
cell_4963	cell_type_5	Mix_3
cell_4964	cell_type_5	Mix_4
cell_4965	cell_type_5	Mix_5
cell_4966	cell_type_5	Mix_6
cell_4967	cell_type_5	Mix_7
cell_4968	cell_type_5	Mix_8
cell_4969	cell_type_5	Mix_9
cell_4970	cell_type_5	Mix_10
cell_4971	cell_type_5	Mix_1
cell_4972	cell_type_5	Mix_2
cell_4973	cell_type_5	Mix_3
cell_4974	cell_type_5	Mix_4
cell_4975	cell_type_5	Mix_5
cell_4976	cell_type_5	Mix_6
cell_4977	cell_type_5	Mix_7
cell_4978	cell_type_5	Mix_8
cell_4979	cell_type_5	Mix_9
cell_4980	cell_type_5	Mix_10
cell_4981	cell_type_5	Mix_1
cell_4982	cell_type_5	Mix_2
cell_4983	cell_type_5	Mix_3
cell_4984	cell_type_5	Mix_4
cell_4985	cell_type_5	Mix_5
cell_4986	cell_type_5	Mix_6
cell_4987	cell_type_5	Mix_7
cell_4988	cell_type_5	Mix_8
cell_4989	cell_type_5	Mix_9
cell_4990	cell_type_5	Mix_10
cell_4991	cell_type_5	Mix_1
cell_4992	cell_type_5	Mix_2
cell_4993	cell_type_5	Mix_3
cell_4994	cell_type_5	Mix_4
cell_4995	cell_type_5	Mix_5
cell_4996	cell_type_5	Mix_6
cell_4997	cell_type_5	Mix_7
cell_4998	cell_type_5	Mix_8
cell_4999	cell_type_5	Mix_9
cell_5000	cell_type_5	Mix_10
